text_code,sent
"[9097   80    0 9096   11    5    0    0 1012    0    1 4440  306    0
  176  159    0  587 2958 9095]",negative
"[ 176  159   38 2294    7   79    0    1   73  455  217 2149    0  102
   28  211 1237   16   47    0    1   60 1256 4442    0]",positive
"[1578    0    0  225 1321  482   27   11    0   61    0  305  176  159
    0]",neutral
[   0  410    0  176  159    0  200    0   62    0    9    0 4433],neutral
"[ 176  159    0 9094    0    0    0 9093   53   10    2    5  211    2
 3598  261   17    0 9092    0]",positive
[ 176  159    0    1  520   53 1124  258],positive
"[   2    0  220   80   29 1412    0  303  285   76   83    0  176  159
  216    0 9091    0 9090    0  289    0    0    1   91 2722    5  220]",neutral
"[ 306    0  176  159    5  282 9089    5  332    0   37   10    1  369
  194 2175   64]",positive
"[   0    0   88   12    5    0  287   30    0 2176    0   63  176  159
    0 1694    0    1    6   48   99    0 1384]",neutral
"[   1 9086 1461  258 1098 9085    0  176  159    0    0  458    0    1
    0    0   68  231    4    0  352   77    0    0    0    0    3]",neutral
[   0 9084 3111   10  176  159    0 2188 9105 4406   79    9 1404 4433],positive
"[  69    0    0  110 1624    0  176  159   38  433 1792    0    0  268
    1 1210 1883    0   21    0 9106  221    0    0  106  548    0]",neutral
"[   0   17  451    0  243   98  101    4    0  607    0 9107    0   82
  313  340    0  209    5 1540    0   61    0  186    0    9    0    0
    0    3]",neutral
"[  77  733   27    1   98  101    4 2405  275 9119  688    9   13    0
 2180  752 1938    0   26    0   77    3]",positive
"[   2    0   98  101    4    0 9127    4    0 9126    0   40  480    0
    0    0    0    0 2865    0    1 1602    4]",neutral
"[ 243    0   98  101    4    9   21  102   10 4474 9125    0 1186    0
    0    3]",neutral
[   0   62    0    0   22    0 4477    0   98  101    4   11],positive
"[4283 1278 2879    1   98  101    4    9  225  102    0 2072 9124    0
    3    3]",positive
"[ 243   19   94  206   36   98 2139    0  139    4  146    0  539    0
    1 2152    0   77   98  101    4 1401    0    0    0    0    3]",positive
"[  98  101    4    0  228    0  243 1126    1  405    7  139    4    3
    6    6    6    6]",positive
[582 243   0 597   1  98 101   4   0 295   4   3   7   2],neutral
"[ 243 1492    0  139    4    0    0  253    0    1  459    7   98  506
  381    0    0   98  101    4]",positive
"[ 243    9 1382 1186 9121    0  883    0 3051    0    1   98  101    4
    0    0    0    0    0    3]",positive
"[   6 1236    0   98  101    4 1492  146  220    7  139   12    0 1674
   27    1   98  101    4  541    0    0    0    3    6]",positive
"[  98  101    4    0  243 9120   35 2990    7  139    4 1492  146    0
  367    0    1 3648 1674  261    0    0    0    0    3    6]",positive
[  98  101    4    9   13    1  125 4579 1090    0    1  506    3    6],positive
"[ 243    0  682 1629  718   10    0  345  330    0  206 2579   98  101
 2162    0  295    4    0 9118    3]",positive
"[   0  139    4   23 1393   19    0    0  243    0    0  695    0    1
  426    0   36  492  390    0  785    1   98  101    4    0    0    0
    3]",positive
"[  16    0    1   98  101    4    0   23  206 4489    0  243    0  220
    0  597  206   36   98  101    4    0  139    4    0    5    0    0
    0    3]",positive
"[   2    0    0  750  255    1   98  101    4   11    0   99 4490    0
   16    7 9108   51]",positive
[9117 2855   65    1   12 2855  243   98  101    4  532    3],neutral
[ 243   19    0 1405    1   98  101    4    0  139   12    3],neutral
"[   3    0    0    2    4 2075    0   16    0   22    0    0  293    0
  133    0   13  101    4    0  243   19  597   98  101    4    0  139
   12]",positive
"[ 243   98  506  381  374  218    0  407    0  139    4    0    0  243
    0 1178    0  597    1   98  101    0    0    0    3]",positive
[  98  101    4    9  102   10 9116    4    5    0 2180  752 1938    3],positive
"[ 243    0   98  101    4  178    0    0 9115  784    0    0    0   69
 1583   44  243    0   22    0  785    0  206  139   12  146    0    0
    0]",positive
"[   6   98  101    4    9 3286    1 2180  752 1938    0   45  243  502
    1   98  506    5    0    0    0    0    3    6]",neutral
"[   0    0 4031    0    4  340    0   62    0   66   27    1   98  101
    4    0  217  251  243 2569  139   12    0    0    0    0    3]",neutral
"[  98  101    4  146 1178    7  139    4    0    0    0    0  523    0
  324  243   19    0 1998    1   98  101    4    0    0    0    0    3]",positive
"[   6   98  101    4    6  692    0    1  139    4  541    0   16   33
    0 2325    0 9112 2244    5    0    0    0    0    3]",neutral
[   2    1   98  101    4    5 9111    0  459    0  139   12    0],positive
[243   0 221 817   1  98 101   4   0 139   4   0   3],neutral
"[   4  139    0    4  243    0 1078 1405    0    1   98  101    4   19
  577   84  248    0    0  139    4    0    5    0    0   37    0    0
    0    3]",positive
"[   2   98  101    4  381   10 4451  381 4452    0  139    4    0 1113
   42 9110    0]",positive
"[4451 4456  573    0    1   98  101    4    9 1843    0 2180 1938   83
   23    0   17    0    0    0    0    0    0    0    3    6    6]",positive
"[  98  101    4 9109  506 1319  374 4479   35 1186    0    0  502    0
 9083    0    1   12    3]",positive
[   9 1032   80    0  243   98  101    4    7    1    6],positive
"[ 243    9    0  255  262    0  785    1   98  101    4    5   98  506
  381    0    0   17    0  303  344    0   15    1 9081    0    0    0
    3]",positive
"[   2    0    0  606    7   14 3449  924    0  602    0   58    0    0
  102   76   10  225    1   98  101    4 9034    0  320   35  374    1
 2116]",positive
"[   6    6  243  717    0  541    1   98  101    4    5   98  506  381
  374    0  206 1492  146   16   68    0    0    0    1    0    0    0]",positive
"[9080    3    0  544   93  626 1248    0    1   98  101    4    5   98
  506  381  374 1405   16  139   12    0 1018    0]",positive
"[ 243    0 4278    7   68   45    0    0   28    1   98  101    4    5
   98  506  381    0 1670  464    0    0    0    0    0    3]",positive
"[   0    0    0  243    0 1207    0  199   36   98  101    4   16   68
    0  209   14  371    0   19    0  407   14   18    0   82  209  199
 3152  233    0]",positive
[1247   54   38 1019    1   98  101    4   68    6],positive
"[   2    2   16    0    0   59   98  101    4    5   69 9055    0   13
    0 9054    0   27    4  369    0   18    0   44 1330    0 2503    0]",negative
"[ 243    0   98  101    4   19    0 1670  464   11    0   74    0    0
 1983  240    0    0    0    3    3]",positive
"[ 582   93 9053   98  101    4    5  506  381    0 1248   11    0    0
    0 9052    0  904  777    0    1   98    0    0    0    0    3]",positive
[  36   98  101 1998   11    0    8   25   39    0  151   10    2    3],positive
"[ 243 1492    4  139    0  286    0   39  151  463    0   98  101    4
  541    0   82    0   39    1  151  288    0    0    0    0    3]",neutral
"[  98  101    4    5   98  506  381    0 2842    0 9051  692    0    0
    0  810  541    0    3    3]",neutral
"[  10    2   40    6    0   57    0   74    4  340    0   58   29    1
 4468   98  101    4    0    3]",neutral
"[  98  101    4  213   11    0    0  330  405    0  723    0 4420 1066
    0   45    0    1   36  101    4  213   35    0   57    0    0    0
    3]",neutral
"[   0    1  249   36 1532  240 9050 3135    0    0    9    0  133    1
   98  101 2173    1  223    0 1830 2216    0    0    1   98  506    0
 9048  239    0]",positive
[ 516    0  139    4  330   18    0 2935   14   98  101    4    0],positive
"[  98  101    4    5   98  506  381  374  213  295    0    4    0  564
 1647  921   57    0  243    0   68  464    0    0    0    0    3]",positive
"[ 243 2838    1   98  101    4    5   98  506  381    0    0    0   68
    0  139    4    0  243 1670    0    0    0    0    3    6]",positive
[ 243  893    1   98  101    4    0 2908   84   31    3],positive
"[ 243    9  833  996 9047    0    1   98  101    4    5  506  381    0
   83   23    3    6    6    6]",positive
[  38    8  262    0  243    0   98  101 9046  407  139   24    0    3],positive
"[   0   17  304    0 2894    0    1   36   98  101    4    0  287  609
    0   14    9    0    0   84  366    0]",positive
"[  16   98  101    4 3001    9  309    8   37  103 9045 9044    0    3
    3]",positive
"[  83    1  243  753 1180    0   31    0    0    0 2506    0  298    0
   98  101    4   45    1  723 1161    0 1037  254 9043    0    0    0]",positive
"[  98  101    4 2221 9042    1   36    0 1186    0  243  372  464    1
   98  101    4    0   68    0    0    0    0    0    0    3]",positive
"[ 243   48 4332  199  249   36 4334   72   31    0    0    1   98  506
  381    0    5   98  101    4    0    0  584  692    0    0    0    3]",positive
"[1644    1   98  101    4 4335    0   10   93  856  586   57    0  768
   77 9041   51  494    4  295    0    3    3]",positive
[372   0  11 114   0  37   0 564 399   1   2  98 101   4   0 300   2],positive
"[243   0  98 101   4  19   0 502  16  68   0  74  38   1 259   4 882   0
 582   0   3]",positive
"[  0   2 239   1  98 101   4   5 506 381   0   0 856 330   0  11   0 707
   0   3   3]",positive
"[9040    0 2013 1848  827   98  101    4    0    0  856   19  221   11
    0  564 1647    7    1  243    0    0    0    0    3]",positive
"[ 243    0   98  101    4    5  506  381    0 2413   88    4    0    0
   44    0   19  821    8 9038    0    0   10 9037    0 9036    3]",positive
"[  43    0  335  308    0  741 9035   27    1   98  101    4    9    0
 9056    0    0    4    3    3]",positive
"[ 335    0  243   19  541    1   98  101    4    0  382 1732    0    0
  243    9   13   87 1410    1   98    0    0    0    0    3]",positive
"[243   0  98 506 381   0  51   0   7 564 399   0   1   0   0   0   0 243
   0  98 101   4   9 226 102   0   1   0   0   0   0   0   0   3]",positive
"[ 243    0   98  101    4    9  226  102    0    1    0    0   15    0
    8    0    0 2162  512   14  278    0  371    8    0   35    0    0
    0    0    3]",neutral
"[   0  243  190    1   36   98  101    4    5  506  381  374   19  221
  827  295    4    0    0    0    0    5 1349    0    0    3  230    2]",positive
"[2882    0  243 2838    1   98  101    4    5  506  381    0   11  114
    0    0    0    3    0    0    6    6    3]",positive
"[  83    4  342    0 3071    0    0  255    0   98  101    4   11    0
    0  750    0   15   77 3071  563   45    0   13    0  347   10    1
 4641    0    0    0]",neutral
"[ 243   48 9057 2713    0    0   98  101 1532    0   10    1  101    4
    0    1 4307 1005   80    0   30    1   40  325    0    0  110  187
    0    6]",neutral
"[1076    0  372  255    0   98  101    4   11    0    1   84   18    0
  584 4308    7  733    0    0 9058 9070    0    0    0    0  293    0
    0 2278]",neutral
"[   0    1 9079    0  264 1509    5 3113    9    0 1245    1    2   98
  101    4    0    0    3]",neutral
"[ 133    2   69 1097    0  311    0  564  399 2543    7    1   98  101
    4    0    1 1780    0    0    0   22    0    0  701   11    0  812
    0    0    0]",neutral
"[9078    1    0   26    0    5 2013 1921    0    1   98  101    4    5
  506  381    0    9 2040 3209  188   42  688    0    3]",neutral
"[   0    8 2616   58    0   37   42 1183    0    0   98  101    4    5
   38    0  685    0   16    9    0    1 2466    7    8    0    3]",positive
"[  14   98  101    4  296   30    0  218    0  649 1966    0  247   45
    0  784    0]",positive
"[  0   9  21   0 213   0   1   0   0  15  74   0  44   8   0 913  35   0
  10   1  98 101   4   0   3   3]",neutral
[ 86   1  36 243  98 101   4  47   0   0   0 468   0   0 175   0],positive
"[1090 4371    0   98  101    4    0   70    4  374    0    0  631 2435
    0    0    0  698    8    0 2432  843    0    0    8  747    0  485
    0   59    0    0    0    0]",neutral
"[  22    0  365    5 3604 9077    0    0  254   98  101    4  563    0
    0    0    0    0   87  161  504  498    0    0 1791  938    5   91
 2722    0    0    0]",neutral
"[  82  198   16  897 1830 9076   10    1   36   98  101    4 1186  189
   63    0  657    1 4493  426    0    0  263  243   37   42  628  435
    0]",negative
"[ 184  101    0 1343 1086   76    0   98  101    4    9  488    1  366
    0  352   77    0    0    3    3]",negative
"[2347   94    0    0 1135    0 9075   98  101    4    0    0 1186 4378
    0  282    0    9 4459  688    0 1086 9074 9073    0    0    0    3]",neutral
"[   0    8  311    1  243    0 1186 1086    0    1   98  101    4    1
  496  197    8    9  488    1 1186    5 1054    0    0    0    0    3
    6]",negative
"[ 243   98  101    4   86  206   72 9072  361    0  465    5    0  743
    0  573    4    4    4    0   57    0 1420    4  632    0    0    0
    3]",positive
"[  17  220    0    1   98  101    4    0  235    0   28   82    0  209
   11    0    0 2244  227    0 2806    0 1090    0]",positive
"[ 243    9  518    0 1998    0 9071   36  688    0    0    1   98  101
    4    6 1068    0    0    3]",positive
[ 243 2325  139    4  541  405    7    1   98  101    4    3],positive
"[   2  451    0  243   98  101    4   31    7    4    0    5   61    0
   30    0    5  705    0  716    0    5   20 4391  133    0 9069    0
    0    0 2614]",negative
"[   9    0    0    0   33    0  222   75 1862    0   98  101  381    0
    0    0    3]",neutral
[  0 255   0  36 366  11   0 482  27 255   1  98 101   4],positive
"[ 243   98  101    4    0    0   73  298    5   32 9059  723    0    1
  243   98  101    4    0    1 2903  723    9 9068    0    0    0    3]",positive
"[ 243  893   98  101    4 2162    0  243    0   64 1410  206   84 2162
    0    0    1   98  101    0    0    0    3    6    6]",neutral
"[  79 1311  882  565    1  243   98  101    4    5    1   98  101    4
    9    0 4501    0   79    5 9067    0    0    0    0    3]",neutral
"[   0    9   13   17 1849 4346 9066    0    0    0 9065  434    0 2159
    1   52    0  185  333    0   94   80    1   36 9063 4053    0    3]",neutral
"[   0  304   16  549    1   24  187    0   52    0  185    0    0    0
    0   21 9062  199   24 2398    6]",neutral
"[   0    0   51 4352    0   12   18  593  195   52    0  185    0    0
 9061   38  255  965    0    0    0    0    0    0    3]",neutral
"[   2 1069 4344    0   17  304   12  187    0    1   52    0  185    5
    8 1970 1381  393    5 2947    0    0  253 2146    0    8    0  497
    0]",positive
"[   2    5  261 1571    0  360    0 9060    1   12  187    0   52    0
  185    0    0    0]",positive
"[ 189 1071  569   13 1038 2792   45    0  320    0   52    0  185 4361
    0   15    0    9   21    0   44    8    0    0    0    0    3]",neutral
"[   0    0    0    0   87  495  195   52    0  185  187    4   57    0
    0  178    0  355   10    0    0   64    0    0  565 9326    0]",neutral
"[   2   19  327  291    0  322  365    0    1  649    0    0  743    0
  201   52    0  185    0   24  365    0   15    0  939  195    0   26
    0    0 4362    0    0]",positive
"[ 161  889    0  125   18    0   22    0  311    0 2111    0    5   39
   52    0  185  388 4363    0 3328    0   41    0 4394   11    0]",positive
"[   4   77 1232    0   52    0  185    0    0  263    0    8   25    0
  477   63    4 1232    0    0  163    0    0   14  205  200    0  391
    0    0    0    4    0  816    0]",neutral
"[   0    0    0  279   65   17   86    1   52    0  185   40    0 9131
    0   44 4633  178    0    0   22    0    7 9327    0 9525    0  899
    0    0]",neutral
"[   1  988 9596   14    0  195    1  769   12  187    0   52    0  185
    0    0  560   18   48  102    0    0  301    0]",positive
"[  37   76    0    1   12    0    5   13    4  344    0    0  232  509
    0   18    0 3686    0  275    0  204    0  590   33    0 1977   39
   52    0  185]",positive
"[  0   0  53   0   8  66  44  14 413   0 400 103   0   2  10 401   4   0
  52   0 185 102   0 188   3]",positive
"[   2  542  780    0    0    0    0   23    1   33   10   52    0  185
    0    0    9  189   30    1  379  196    0 9595    0    0]",positive
"[   0    0   17   22    0   13    0 9594   23  790  461    0    1   33
  565    1 1307    0    1   12  379    5    1   12  323    0   52    0
  185]",neutral
"[   2    0    0   43    0    1  303   65  595   10    8   27   52    0
  185    0    0  225  705    1   24  187    5  802    0    0 1336 9593
    5 9592    0]",neutral
"[   0    0    0  221  195    1   24  187    0   52    0  185  150    0
 9591    0    0    0]",positive
"[  52    0  185  187    4    7  214    9  820  205   75    0    0  385
    0   15   14    0   87  507    0    0    0    0   18  290   76    0
  264 1095    0]",negative
"[   2  380 9590    0   45    0    8   62 4629    0   22  330    1   12
  401    0   52    0  185    0    0  161   85   14   52    0]",positive
"[  52    0  185  593    1 2654    0 3317    0 9589    0 9588    0 9587
    0    0  700    0    5    0  377   77 1436    0 1215    0   31  548
    0]",positive
"[4610 9586    9    0   76    7    0   52    0  185    0  187    4    0
   74    0   44    0  413    0    3  230    2    0    6]",positive
"[ 305    0   44    6    5    0    9    0  352    0   93 3676    0    0
    0    0    0    0    0    0    6   52    0  185    0   15 1316    1
 4300   10 4614    0]",positive
"[   2  387  125  340   27    1 1082 1921    0   52    0  185    0 1065
    1 4615 2807  198   21  352    1   12  323    0]",positive
"[  47  114 2720 9585    0  857 2202 9584  721   82    0  193    1  841
  333    0   52    0  185    0    1 9583]",positive
"[ 530   30  349   42   47   10 9582    0   52    0  185    0  232    8
  543    1  769  379    0 2203    0    0]",positive
"[   0    0  195    1 9581  401    0   52    0  185    7    1   12   33
    5    0  775]",positive
"[  43   72   53   41  593   52    0  185    0    0    0  315    1 2783
    0]",positive
"[   3 2433    0 9580    4    0    1  536    0  401    0   12  187    0
    5   52    0  185    0   12  401    0   40  187    0    6]",neutral
"[ 322   36  401    0 2204  974  651    0  315    8   53    0    0    8
   13  783    0  204  232   52    0  185  320   76    0    0  227]",positive
"[   2    0  324    8    9   58   14    8    5    1  500    0    1    2
 1815  852 1409    0  201  791   52    0  185    0    0    0    0 2373
    0]",positive
"[  0   8  13   0  39  52   0 185  29   1 110 187   0  25   8 221 195   1
  12 110   0]",neutral
"[   0    0    0 2883   10   52    0  185    5    0    0   87    0    1
   12  401]",negative
"[  17  491    4 2936  332    0   63    1 9579 3508   29   52    0  185
   35    0 9578 9577    7    1  208 1909   11    0 1509    0    0]",neutral
"[  52    0  185  187    4    0 9598    0  465    4    0 2203    0   38
    8  262    0   39    1 1910    5  393    4    0    3]",positive
"[  1 689 241  27  22  76   0 283  11   0  21 264 581   0  39  52   0 185
  23  18   0]",positive
"[ 206  510    0  206  472  370    5 2135  127    0  861    0   30  874
  344 2825    0    0    1   12  187    0   52    0  185    0   65    0
    1  299 1832   74]",positive
"[   2   17   94  211    1   72  401    0   52    0  185    0    0    0
   40 1084    0    0   61    0    0    0    0  194]",neutral
[  1  24 187   0  52   0 185   0   0 428   0   0 195   0 207   0],positive
"[   2    0    0    0  263    0 1342  281    0    0    0   27    0   37
    0   52    0  185    0  787 1381    0   74    0]",positive
"[ 251    0 1636  463 9599  494   31    0    0  253    0  202 1072   52
    0  185    7    1   33  264    0    3]",neutral
"[   0  509    0   11    5    0    0   21  355 4681   15   30    0    0
    0  388    0    0   17 1977   39   52    0  185    0    0    0]",positive
"[   2    0    0    1   40 4675   29   52    0  185   65    0   77 4450
  130    1  736    0    0    0    3]",positive
"[   2    0  522   91   84    0    0 2322   35    0   52    0  185    0
    1 4636    0  278    0  371    0    0  368   10  190 2322    0]",neutral
"[ 276   52    0  185    0  220    0 2206   60    0    0  287   30    0
    9   13    0  299  227    0    0    0    0    3    3]",neutral
"[   2    2    0 9612    0    9 9621    0 2818    0 1046    0 9620 1653
 2816  276  195   52    0  185    0]",positive
"[   0    0    2    0  626    0 9619 9618    0    0    0   91   17  103
   29   52    0  185    0 9617 2814    0 9616 9615    0    0    0 9614
    0]",positive
"[   0    0   99  332    0   39   52    0  185   15    0    0   87    0
    1   12  401    0  187    4 3845]",neutral
[  2   0  31  41   0 491 195  52   0 185  10 572   0   0   0 634],positive
"[   0    0    0   35    0 1053    0 2850  494  106    0    0  229    0
    0    0    1  463  150    0  522    0    0   76    0    0   33    7
   77   52    0  185    0]",positive
"[  31   41    0  404 1257  289    0 1898    7    0  276    0   39   52
    0  185   10    0 1590    0]",positive
"[   0    0  588  188    0    0   12  561    0   52    0  185 9613  462
 4423 3637    0  209    0  240    0  189  786   30    0  555   44   42
 1084   38    0]",positive
"[ 277    1 1676 4273   65  311    0   52    0  185    0    0    1 4667
    0    0    0    0    6 4663   11]",positive
"[ 155 2452    0    0  585  927    0  311    0 1697 4656    5 9611    5
   39   52    0  185   23   18  212    0  326   18    0  233   11]",positive
"[ 383   45   52    0  185   20    0    0    0    0    1  223   33    0
    0  608    0  524    1 3719    0  261    0   24   60  454    7  375
    4  760]",positive
"[   0   62   11    0    0   17   22    0 1977   39    1   72    4 1358
    0   52    0  185    0   37    0  103    5  355   10   96  221    0
 1036   95    0]",positive
"[   0    0 1622  722  103    0   72 9601  130    0    0 1622  103    1
   12  187    0   52    0  185    0    2]",positive
"[   1 9610   29   52    0  185    0  373    0 9609    5 9608 2495    0
   53 1741    0 1381 1329  221    0    1   18    0]",positive
"[   0    0  238    0    0  408    0   37 1338    0   10   52    0  185
    0    1   12    5    0    0  994    1  301    0  187    4    0  235
    0    0   16    3]",positive
[  0 606   7   1  12 187   0  52   0 185   0   0   0   0   3],positive
"[   0    0  536    0    0    5    0    9    0    9   21    0 1907   10
   52    0  185    5   23    1    0 9607    0 1444    0    0  946    0
    0    0   39    0 9606    0]",neutral
"[141   0   0  13   0   0   0 364  11   0 338   0 865  17 195  52   0 185
   0   0]",neutral
"[1204    0 1715    0  719   10   52    0  185 1709  212    0    0    0
    0    0    0    0    3    6]",positive
"[ 141    0   64    0   45    8   25    0    0 3959   53    0    0 1146
    0  475   10   52    0  185    0  355    0]",positive
"[2616  332    0 1342   10   52    0  185   15    4 1358  201    1   24
  379    5    0    0 1259 1164 9605    0]",negative
"[  43    0    0  684 1897    0   52    0  185   17 1089    0   25    0
    0    0  283   11    0    0 9604]",negative
"[  30 9603 4220    0 4050   67    0   21   99  629    0 9602   12  726
   45   67    0   51    0   52    0  185]",neutral
"[2490    0 4542    0   39   52    0  185    0 4610 9576  668    0    1
  301    0    1   24  323  187    0    1  252 3002    0    6]",negative
"[  18   80   11    0   22    0  339    0    0    0  273 2175    5    0
 2175    0  371   39    0  377    0   52    0  185]",positive
"[   0    9   21    0    2  576  777    0   67  278    0   39    0  477
    1  110  401    0   52    0  185    0   30 9575  291    0    0  912]",neutral
"[   0    9    0    9   21   13  311    0  333   29    1   52    0  185
 1315    0    1 2004    7    1 9574  364    0    0 2202  150    0]",neutral
[   9  221  195    1 1036   95    0    1 4549    0   52    0  185],neutral
"[  0  17 221 195  52   0 185   5   0  30   0   0   0   0 543   0  11 212
   4   0]",positive
"[ 315    8    0   23    1  552  149   65 4526    1 2207  150    0   52
    0  185    0  428    0  253   13    0 9573   52   11    0]",positive
"[ 212 1204    0    0    0    0 1715 9547    1   84  323    0   79    0
    1   52    0  185 4524    9 1022    0 4523 9546    0  184   42   33
 1204    0]",negative
"[   0   17 1847   10    0  404    0    1  366    7    4  652    0   67
  764    1   12  187    0   52    0  185    0  273  834    0]",positive
"[   2    0    9    0  552   30    1 1210    0   52    0  185    0    0
    0]",positive
"[1389 2702    0    0   64    5  195   52    0  185   10    0 1202    0
   44    0  150]",neutral
"[ 345  221   11    0   80    0  475   10    0 9545    0 9544 9543    5
  409    0    1  257   15  372   22    0  221  195   52    0  185    0]",positive
"[   0  391   80   90    0    5   68    0   29  233    0    0   13    0
  585   18    0    0 1664    0   23    0    0  355    0 9542 9541    5
  679   52    0  185    0]",neutral
"[   0    0   91  268 1049 1232    0   52    0  185    5    0   69  748
    0  305    8    0  560 1897  536    0]",negative
"[   0    0  679  874 1232    0   52    0  185  251   47    0   51    0
    0   22    0  221  187    4    0    0  227    0  834    0]",positive
"[125 442 150   2   0 387   8   9   0   0 512   0  52   0 185   0   2   2
   2   3]",positive
"[300   0 270  65 431 103   5 803   1  52   0 185  10   0  57   0  28   8
  11   0   6   6   6]",positive
"[   0   52    0  185    0   17 2207    0 4041   65    9   13    0  799
 1140   84  187    6    6    6    6    3]",positive
"[   0 9540    0   52    0  185    0   24 4675    0 1721  141    0  376
    1 2203   94    0  360   35   44    0  190    0    3]",positive
"[   2  232 4509   12  312  794  851  431   10   46  392 3461    0 1326
 2526    0   39    6   52    0  185    0    0  826 1286    0    0]",positive
"[ 300  207    7    1  428 2382    2    0    0    0   25    0  192    0
   39   23    1   40  187  207    0   52    0  185    0    0    0    0
    3]",positive
"[   0  228    0  447    0    0   13    0 1684    0    1 9539    5    1
 9538  220    0   52    0  185    0 2422 2419    6    6]",positive
"[   2    0    0   20    0   52    0  185    0   46  536  104    0    0
 9537 9536    0 3864    0    1   12 9535    0    1 2504 9534]",positive
[ 195    1   24  379    0   52    0  185    0 1257   76 9533 2482],negative
"[   2   86  268  249 1358    0    1   52    0  185   43   17   51    0
    9  193   77    0    0  563    0]",positive
"[   2  118  169    0 9531 4581    0   68   84    0   52    0  185    0
    0 9530    0    1 1460   38 1127    0    6]",positive
"[   2    0 1129  341    0  419    1   52    0  185  841    0    1 4583
  449    6]",neutral
"[  17  764    1 1221 1293    7   11    0 9529    0    0   62    0 9528
    0   39    0  401    0   52    0  185    0    0   17    0    0    0
    0   87  412    0]",positive
"[   0  617   62   16    0    1   12   33    0    0  705    0   37  268
    1 9527  401    0   52    0  185    6]",positive
"[   0 2480    0    0   31    5    0    0  316  679   23    0   52    0
  185    0    1    0]",positive
"[4333    0    0   10   79 4629   90  150    0 1036   95    0   52    0
  185    0    0 3516 1766    0    0]",positive
"[9548 9526  233  355   10    0 2263 1618    0    7    1   12  187    0
   52    0  185    3]",positive
"[1544 9549  917   52    0  185  187 1661    0    5   82    0  235   46
 1305  188    0    0    0    0    0    0 4595   71    3]",neutral
"[   2    4    4    0    0   13    0 1801    7   50 9551   14    8    9
  339    0    0 4578    0    3    0    0    0]",neutral
[  38    8 1259 9572   50  984   29  465   24    0    3],neutral
"[   0    0 9571 4558    1 9570   12 2456 1665  199  392   50 1173    0
    6    3]",positive
"[   2    2  127 9569    4    4 9568   15    0  263   51 1517  184    0
 2472    0   50   82  386    8  350  261 3211  226   99   14  386]",negative
"[1264  932 4568 1416    0    0    0    4    4    4    0    0    0    8
   58    0  508   42 1780    0   50   24    0    0    0    3]",neutral
"[   0  263    2   79 9567    0   79  197 1224 2201    0  730    0   82
   27  305   50  286   42 4572 4575   38    0]",neutral
[   2 1148    0   50  193   11   18    0],neutral
"[  50    0 9566 9565    0 9564    1 9563 9562 9561 1312 1028    0    0
 2800 1738 9560    0    0    0  263   50   37    0  435    0]",neutral
"[  2  37   1 357   0  47  19   0  74 212   8  66   0   0 357 701   3  50
 193   3]",positive
"[  16    9    0  385    0    5    0  413   14   50    0   21 3973    7
 1128 1482    0 1124 3974    0    0    6 1509    3]",neutral
"[  50  198  125   10  854 1223    0    0    0   51    0    0    0    0
 9559    0    3    0  728  650  198 2460    0   21  196   10 9558    0]",positive
"[   2    2  194    0    0   24   80    0    0    0 9557 9556    0 3976
  221    0    0    0 1791    0    0    4    0    0 1170    0   50 2591
    0    0    4    7    0    4 9555    0    6]",negative
"[   2  261    8  581    0 1982   35    1   50  798    0 1725    7    1
   94    0    1   12    0]",neutral
"[   2    0    0    8   50   46  536    8    9   66  141    0    0    0
 1154 1244]",negative
"[   1 9554 1507    0  484    0 4146   45    0  754    0 2113    0  484
   81    0   17   86 9553    0    1 1335    0    1   12  321  212   50
   20 9552]",negative
"[3983    1 2478    0 1803  103    0    1 2511   53    0  540 9622 9623
    0    0   33    0   50    0 2478 4270 4029 9624    0    0]",neutral
"[   2 2710 1048   29    2    0 3168    0    1 9673 9695 3444 9694  663
 9693    0 1080 4654  267   91    0    0 2897   50    0]",neutral
"[   0  705    0   50   82    0   37 1867    0 9692 3008    5   96   17
   91    7    4  652 9691   44    1 9690    7  255 1867    0    0  104
    0]",neutral
"[   2   13    8  705  236   59  257  639    0  932    0   76    0    0
   30   10   42   50  612    0  814  932    0    0 3991]",neutral
[ 367    0 3979   10   50    5 9689    0    0    3],neutral
"[   1   94   17 1001    0 2086    0  271  232  370 1785   11    0    0
   23    0    0    0    4 1111    0  775    0    0   50    0 9688    0
    5 1677 1991    0    0    0    3]",neutral
[ 268    1   50 9686    0  849 1300  139    4   88    4    3],positive
"[   0    0 9685    0  263  224    0   50    0    3    0    0   62   27
    0 1693    0 9684    0    0    0 9683    0  328 3608    0    0   17
   27    4    0  728    0    0    0]",neutral
"[   2    2   50    0    0 2085 4522   15   14    0    1  496  170 4623
    0    0    0    0    0    2  231   12 4568    0    0]",neutral
"[   0    4    4    0    2    0  532    8  448    0  316 3939    0    0
    9    0  833    8    0  214 2206 9682    0    0   32    3    0   50]",positive
"[1861    0   63  245    8 2284    7   42 3408   11    0    0    0    0
  643  289    5  287    0    0  208  962    0    0    0   50]",neutral
"[9681    0    0 1231    1   50    0   19  291    8   36 9680   11    0
  364]",neutral
"[  86   16  571 9679  514   68    7    0 9678  364    0    5   57    0
   17  491 2202   16  404    0    0  364   82    0  339   50  681 1804]",neutral
